Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,NC Hours,Utilization%,Is promoted_No,Is promoted_Yes,ProfitCenter_Other,ProfitCenter_PC - 1,ProfitCenter_PC - 2,ProfitCenter_PC - 3
1.0,0.9707293666026872,0.07506361323155217,0.6035277409240081,0.008016032064128256,0.8419682607680202,0.33339625756437696,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.871641074856046,0.42493638676844786,0.7465452259742763,0.6372745490981964,0.8823848473329506,0.7212027232414056,1.0,0.0,0.0,0.0,0.0,1.0
0.06525911708253358,0.053742802303262956,0.035623409669211195,0.48976732621433566,0.0,0.5072171160590009,0.6754800192603067,1.0,0.0,0.0,1.0,0.0,0.0
0.8176583493282149,0.75,0.6809796437659033,0.7021828215445451,0.0721442885771543,0.640814385391757,0.9006616013243918,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8119001919385797,0.4668150975402884,0.8253184259888441,0.32064128256513025,0.8252379254720629,0.7285153240192803,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8688819577735124,0.1804495335029686,0.7929243324003463,0.01002004008016032,0.9383545882885765,0.5138558963852458,0.0,1.0,0.0,1.0,0.0,0.0
0.18426103646833014,0.17010556621880998,0.13337574215436812,0.4673356225355485,0.07615230460921843,0.540821266614482,0.7224200083895668,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8547264875239923,0.6535199321458863,0.800104621704106,0.11823647294589178,0.7508002305669481,0.8419230324499979,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5636996161228407,0.035199321458863446,0.9419433609324589,0.15430861723446893,0.8969401180554496,0.3950637794461181,1.0,0.0,0.0,1.0,0.0,0.0
0.8809980806142034,0.7852687140115163,0.5606446140797285,0.7491877442421842,0.06012024048096192,0.8147264087700463,0.8206515326654841,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.9834452975047985,0.9701017811704834,0.5087990342606824,0.052104208416833664,0.0,0.9403277047218587,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8531669865642993,0.5841603053435115,0.7580226208360363,0.8016032064128256,0.6706989555586915,0.7940896175913357,0.0,1.0,0.0,0.0,1.0,0.0
0.9035508637236084,0.3606046065259117,0.2953774385072095,0.9911424428836951,0.012024048096192383,0.5883483041500162,0.8639990108218605,1.0,0.0,0.0,1.0,0.0,0.0
0.011516314779270634,0.011516314779270634,0.0016963528413910093,0.0,0.0,0.43901762498583574,0.3701071724871533,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8128598848368522,0.6047497879558948,0.8281425626497022,0.24048096192384769,0.5195107557768376,0.8556848765496161,1.0,0.0,0.0,1.0,0.0,0.0
0.4568138195777351,0.3788387715930902,0.30322307039864294,0.7198744004962151,0.08416833667334668,0.6152164587446464,0.7283993754002035,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8511276391554702,0.4763570822731128,0.800104621704106,0.1783567134268537,0.8492755231032761,0.7718775867848477,1.0,0.0,0.0,1.0,0.0,0.0
0.02111324376199616,0.02111324376199616,0.013570822731128074,0.0,0.0,0.3805347504706124,0.6672167224207725,1.0,0.0,0.0,0.0,0.0,1.0
0.5355086372360844,0.14395393474088292,0.0,0.9310255013936197,0.0,0.3349418217941311,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8518474088291746,0.6270144189991518,0.79199729094449,0.3106212424849699,0.7384132873509195,0.812377118465896,0.0,1.0,0.0,0.0,1.0,0.0
0.44337811900191937,0.42034548944337813,0.3582273112807464,0.5757059145903249,0.0,0.6698836435882622,0.7469084227745294,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5674184261036468,0.21119592875318066,0.9385051420663976,0.28456913827655306,0.8477407661213764,0.6058546346770242,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8925143953934741,0.5,0.7567978393091745,0.16032064128256512,0.8559879208019584,0.7655016019591317,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8973128598848368,0.7254028837998303,0.7410876636455754,0.2725450901803607,0.7512121465486369,0.87805401733564,1.0,0.0,0.0,0.0,1.0,0.0
0.28790786948176583,0.2591170825335892,0.19168787107718405,0.6035277409240081,0.0,0.6171492500321376,0.7058068544993057,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8868761996161229,0.6022052586938083,0.7530503075519481,0.30260521042084165,0.8247974228025832,0.82131063503057,1.0,0.0,0.0,0.0,0.0,1.0
0.23416506717850288,0.20393474088291746,0.0916030534351145,0.5757059145903249,0.12024048096192384,0.7182259930942256,0.5781145903722906,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9015115163147792,0.7298558100084818,0.7410876636455754,0.20240480961923846,0.7269967259634998,0.8739564179555525,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.8536468330134357,0.41384648006785413,0.7947581762686986,0.23246492985971942,0.8804920880338455,0.7367990846144783,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9328214971209212,0.30746395250212044,0.6983251920389137,0.09619238476953906,0.9228095571232727,0.5913459260687728,1.0,0.0,0.0,0.0,0.0,1.0
0.32821497120921306,0.3158589251439539,0.2595419847328244,0.4673356225355485,0.04609218436873747,0.6744967049081463,0.7360922130953486,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.9749280230326295,0.13740458015267176,0.5757059145903249,0.03406813627254509,0.9622600101812844,0.43552439494058703,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8620441458733205,0.29421119592875317,0.7882192868910869,0.20440881763527052,0.9102468026100639,0.6135806158125933,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.9109884836852207,0.24607718405428328,0.730927483720302,0.156312625250501,0.8606408804380379,0.5533999889349225,1.0,0.0,0.0,0.0,1.0,0.0
0.2437619961612284,0.19865642994241842,0.1280746395250212,0.6115845914938544,0.24048096192384769,0.6777942706927749,0.6680218109844814,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.9400191938579654,0.08566581849024597,0.6953523299715294,0.0,0.8851319306716091,0.35673595775955913,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.7354846449136276,0.49703138252756573,0.8809592500659743,0.026052104208416832,0.7712140167605699,0.8020999285805344,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9336612284069098,0.21374045801526717,0.7021828215445451,0.0501002004008016,0.934862475721815,0.5729049377425797,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8579054702495201,0.5288379983036472,0.7947581762686986,0.16132264529058116,0.846805676756367,0.8101885167725096,1.0,0.0,0.0,0.0,0.0,1.0
0.9424184261036468,0.8742802303262955,0.4717981340118745,0.7095604830439699,0.01603206412825651,0.8625802775964608,0.7499583031919526,1.0,0.0,0.0,0.0,1.0,0.0
0.2821497120921305,0.2574376199616123,0.21925360474978794,0.546647533569172,0.10821643286573146,0.5293097156179095,0.7467174981425201,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8881957773512476,0.45038167938931295,0.7639738624714256,0.13627254509018036,0.8788412571383516,0.7597317100088326,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.934141074856046,0.27597540288379985,0.6983251920389137,0.07414829659318636,0.9169862044069788,0.5446367647188407,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8442898272552782,0.7434266327396098,0.7992291725489575,0.30861723446893785,0.610579795168575,0.8900866065418,0.0,1.0,0.0,0.0,0.0,1.0
0.4971209213051823,0.42322456813819576,0.3237913486005089,0.6859876160753072,0.3046092184368737,0.6484114162910608,0.7153592286515112,1.0,0.0,0.0,0.0,1.0,0.0
0.18426103646833014,0.18426103646833014,0.05258693808312129,0.0,0.0,0.7395533132262452,0.48219664689798386,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.8665427063339731,0.7111429177268872,0.7729465923961956,0.3697394789579158,0.7303551145710613,0.8705129776097539,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.9208253358925144,0.3986429177268872,0.729406675985105,0.008016032064128256,0.8961282278714843,0.675422086492693,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8114203454894433,0.6605173876166243,0.813341936136474,0.5851703406813626,0.7266176136114311,0.8628517649919974,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8779990403071017,0.5555555555555556,0.7491877442421842,0.4989979959919839,0.8300309113332708,0.8109473091464695,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8989923224568138,0.39100932994062765,0.7580226208360363,0.03607214428857715,0.8842677958300903,0.6632092213267483,0.0,1.0,0.0,1.0,0.0,0.0
0.30902111324376197,0.30518234165067176,0.1272264631043257,0.27651040487578926,0.03206412825651302,0.7655241479037567,0.5611172981535093,1.0,0.0,0.0,0.0,0.0,1.0
0.7504798464491362,0.7024952015355086,0.3057675996607294,0.6673960424586965,0.0,0.8635381742657433,0.6707645575478961,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8362523992322457,0.5852417302798982,0.8109636862988292,0.21843687374749496,0.7597379689727752,0.811024209707122,1.0,0.0,0.0,0.0,0.0,1.0
0.7696737044145873,0.5327495201535508,0.3708651399491094,0.8672787873857815,0.018036072144288574,0.7299866370764665,0.8134152513483656,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.9251439539347408,0.5197201017811705,0.7198744004962151,0.03206412825651302,0.868061645928081,0.7918929494766815,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.9325815738963531,0.13379983036471585,0.6943455621337243,0.13226452905811623,0.7725088792909682,0.44781394339209313,1.0,0.0,0.0,0.0,0.0,1.0
0.7024952015355086,0.6218809980806141,0.32061068702290074,0.7324301321230597,0.0,0.8249628037115414,0.7130741645310353,1.0,0.0,0.0,1.0,0.0,0.0
0.9059500959692898,0.7580374280230326,0.6808736217133163,0.803546759256605,0.09819639278557113,0.6951952403152496,0.8850336652881734,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8901151631477927,0.7389737065309584,0.7567978393091745,0.2004008016032064,0.6942003976942996,0.8709220333905152,0.0,1.0,0.0,0.0,0.0,1.0
0.29942418426103645,0.24736084452975046,0.13401187446988974,0.6770348423924566,0.004008016032064128,0.7123764722464436,0.6231195352762958,1.0,0.0,0.0,0.0,1.0,0.0
0.8291746641074855,0.7450815738963531,0.0364715860899067,0.7368333325980819,0.01002004008016032,0.5272772340294377,0.27529191650741386,1.0,0.0,0.0,0.0,0.0,1.0
0.16506717850287908,0.15930902111324374,0.11195928753180662,0.4050804213460244,0.0,0.5816389993878804,0.6914715863960299,1.0,0.0,0.0,0.0,0.0,1.0
0.4932821497120921,0.41386756238003836,0.2029262086513995,0.729406675985105,0.012024048096192383,0.7887661811672065,0.5987384339549959,1.0,0.0,1.0,0.0,0.0,0.0
0.5374280230326295,0.4776871401151631,0.30788804071246817,0.6859876160753072,0.06813627254509018,0.7601199394735406,0.7246075024894932,1.0,0.0,0.0,1.0,0.0,0.0
0.3570057581573896,0.3166986564299424,0.2453350296861747,0.6455736865800202,0.0,0.6036236849574238,0.7189385523435472,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.9136276391554702,0.36280746395250213,0.7382674826894995,0.03206412825651302,0.9046821698235215,0.7058404562480978,1.0,0.0,0.0,1.0,0.0,0.0
0.7811900191938579,0.671904990403071,0.3924936386768448,0.7410876636455754,0.38276553106212424,0.8155047640622962,0.7636328880727598,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8728406909788867,0.386980491942324,0.7813219274586104,0.13627254509018036,0.890631516087346,0.6811784510592687,0.0,1.0,0.0,1.0,0.0,0.0
0.9520153550863724,0.85436660268714,0.48982188295165396,0.7530503075519481,0.044088176352705406,0.8061316151467017,0.7501834008540927,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.9031909788867563,0.8042832909245123,0.7517759137900308,0.04609218436873747,0.6770266071697607,0.893755007620536,1.0,0.0,0.0,0.0,0.0,1.0
0.07869481765834932,0.07869481765834932,0.09499575911789652,0.0,0.0,0.3349418217941311,0.8585185232241288,1.0,0.0,1.0,0.0,0.0,0.0
0.2092130518234165,0.18618042226487524,0.0016963528413910093,0.4050804213460244,0.2885771543086172,0.6894437884561416,0.12158480652155235,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.8685220729366603,0.7133163698049194,0.7929243324003463,0.01603206412825651,0.6762539262024925,0.8702699740283502,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.9337811900191938,0.3549618320610687,0.7077562183241618,0.0,0.8919517186454197,0.5874773879626338,1.0,0.0,0.0,0.0,0.0,1.0
0.030710172744721688,0.02879078694817658,0.0,0.27651040487578926,0.0,0.5669572415558164,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.03838771593090211,0.03838771593090211,0.013570822731128074,0.0,0.0,0.550190108877478,0.5253055608807534,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8921545105566219,0.725932994062765,0.7616270288003407,0.10220440881763526,0.7381839569838717,0.8610573250843592,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8744001919385797,0.7502120441051738,0.7696563315544924,0.2865731462925851,0.7427985461005119,0.8710948427278556,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8712811900191938,0.7911365564037319,0.7792797681055331,0.1943887775551102,0.402088762459516,0.8990380512123812,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.7645153550863724,0.5829092451229856,0.8653456417149986,0.05410821643286573,0.7555518997121127,0.8461524064557674,1.0,0.0,0.0,0.0,0.0,1.0
0.19961612284069097,0.15163147792706333,0.1289228159457167,0.6673960424586965,0.0,0.0,0.7462126415550241,1.0,0.0,0.0,0.0,0.0,1.0
0.7216890595009596,0.6447936660268714,0.4580152671755725,0.7231327134712267,0.03406813627254509,0.7898090844271554,0.8249775650256402,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.8562859884836852,0.7256149279050043,0.7983475906001798,0.12424849699398796,0.606455431533367,0.8731968521261773,1.0,0.0,0.0,1.0,0.0,0.0
0.07869481765834932,0.07869481765834932,0.030534351145038167,0.0,0.0,0.6171492500321376,0.5452346667786125,1.0,0.0,1.0,0.0,0.0,0.0
0.4798464491362764,0.42778310940499037,0.35983884648006786,0.6723077022847918,0.03607214428857715,0.5816389993878804,0.7430194824501273,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8728406909788867,0.758693808312129,0.7813219274586104,0.13627254509018036,0.6591874045621189,0.8906647611052583,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8232965451055662,0.47317642069550464,0.79199729094449,0.7875751503006011,0.8491409019836154,0.7792621040127589,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8174184261036468,0.616518235793045,0.8194726001704333,0.3567134268537074,0.6665649760650777,0.8408547229452414,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8738003838771593,0.6920059372349449,0.7772039221345229,0.1843687374749499,0.7353967213866579,0.8426038986385429,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8575455854126679,0.7435856658184903,0.800104621704106,0.07114228456913826,0.6441665335777487,0.8826381142690907,0.0,1.0,0.0,0.0,0.0,1.0
0.8138195777351247,0.7236084452975048,0.544529262086514,0.7465452259742763,0.0,0.7353967213866579,0.8300561573710282,1.0,0.0,0.0,0.0,0.0,1.0
0.046065259117082535,0.046065259117082535,0.020356234096692113,0.0,0.0,0.5195107557768376,0.6443940149772542,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8804582533589251,0.6859096692111959,0.7707626710626553,0.1693386773547094,0.7495558004748,0.8641151557782,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.9090690978886756,0.8040712468193384,0.7382674826894995,0.10821643286573146,0.46009008939592483,0.8905281697356162,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.8712811900191938,0.719253604749788,0.7891744740843544,0.03406813627254509,0.6878733182698672,0.8666426275793193,1.0,0.0,0.0,0.0,0.0,1.0
0.5297504798464491,0.487883877159309,0.1412213740458015,0.639470900149345,0.058116232464929855,0.8537205642901176,0.4968740398493247,1.0,0.0,1.0,0.0,0.0,0.0
